student_id,age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,performance_category,ChatGPT_usage,Claude_usage,Copilot_usage,Gemini_usage
4362,24,Female,12,1.8,1,69,,8,60,111,7,88,95.3,86.6,10,2.8,24.7,4.8,5.8,1.0,4,76.7,1,High,0,1,0,0
4363,24,Male,12,6.0,1,77,Exam Prep,6,7,118,5,24,30.2,54.7,3,7.6,17.2,8.7,0.8,3.8,5,38.0,0,Low,0,0,0,1
4364,19,Male,12,0.5,0,72,Homework,1,64,107,6,92,66.7,88.5,6,1.4,37.3,5.4,4.6,2.2,6,75.3,1,High,1,0,0,1
4365,23,Female,12,4.0,1,162,,7,24,18,10,72,33.1,65.7,9,7.7,1.9,7.2,1.6,4.0,9,61.2,1,Medium,1,0,0,1
4366,21,Male,11,5.3,1,43,Doubt Solving,4,16,50,9,37,75.8,69.9,7,1.5,-19.9,7.8,5.5,1.9,10,67.4,1,Medium,0,0,0,1
4367,17,Male,2,4.2,0,163,Exam Prep,2,29,83,3,38,33.0,62.2,9,7.9,-11.0,6.8,4.7,3.0,4,40.4,1,Low,1,0,0,1
4368,15,Female,2,2.5,1,88,Notes,3,23,116,6,82,34.0,45.4,7,9.0,-17.4,6.5,2.7,0.6,1,53.4,1,Medium,0,0,1,0
4369,24,Male,11,5.8,1,14,Coding,10,94,14,7,25,64.5,99.4,1,8.5,-10.9,5.7,0.3,2.6,10,37.2,0,Low,0,0,0,0
4370,18,Female,2,5.4,1,44,Coding,4,51,23,2,82,78.1,45.2,9,4.1,-7.1,5.0,4.1,1.4,7,73.3,1,Medium,0,0,0,1
4371,15,Female,12,2.9,1,121,Notes,7,62,104,6,46,59.5,45.0,4,9.8,-3.7,8.5,2.8,2.4,2,41.3,1,Low,1,0,0,0
4372,15,Female,10,3.7,0,61,Notes,9,60,60,6,73,94.0,47.2,2,5.7,-18.5,7.0,4.8,3.9,4,63.0,1,Medium,1,0,0,0
4373,19,Male,3,5.8,1,91,Doubt Solving,10,76,52,5,50,94.9,56.6,10,4.4,-3.1,4.7,4.4,1.4,4,65.3,1,Medium,0,1,0,0
4374,24,Male,3,5.9,1,177,Exam Prep,6,57,71,7,83,61.4,72.7,9,6.2,-11.1,7.7,4.5,4.0,10,68.8,1,Medium,0,0,0,0
4375,23,Female,2,3.0,0,12,Homework,10,78,114,9,40,72.2,86.5,10,3.7,-14.8,4.5,1.0,4.1,2,57.5,1,Medium,0,0,0,0
4376,22,Male,10,5.2,1,104,Coding,5,89,58,7,33,98.5,85.8,5,2.6,14.9,6.6,2.6,4.3,4,50.5,1,Medium,0,0,0,1
4377,17,Male,3,2.2,0,158,Notes,9,31,6,2,99,87.5,70.1,2,2.5,-8.4,4.3,2.8,0.4,10,72.8,1,Medium,0,0,0,0
4378,19,Male,10,2.5,0,4,Exam Prep,8,34,82,4,21,39.4,90.7,9,2.5,-15.1,6.4,4.7,0.0,4,39.8,0,Low,0,0,1,0
4379,20,Male,11,1.4,1,82,Homework,8,15,91,1,37,35.0,41.3,7,3.1,-9.2,6.7,2.4,3.2,6,42.4,1,Low,0,0,0,0
4380,24,Male,1,1.7,1,135,Coding,8,8,75,2,37,69.9,42.4,7,9.0,32.1,6.5,5.2,0.3,7,54.2,1,Medium,0,0,0,1
4381,19,Female,2,4.1,1,140,Exam Prep,8,18,89,9,54,89.0,78.7,1,4.6,11.8,6.2,1.7,2.1,5,52.2,1,Medium,0,0,0,1
4382,21,Male,11,3.3,1,168,Coding,8,39,98,7,97,83.0,67.9,5,1.0,12.1,5.2,5.9,4.5,10,80.0,1,High,0,0,1,0
4383,17,Male,11,1.8,0,16,Doubt Solving,10,39,67,8,44,73.9,70.3,4,3.7,-3.7,4.5,0.5,1.3,9,46.6,1,Low,1,0,0,1
4384,14,Female,10,2.7,0,31,Coding,10,45,33,8,26,88.4,53.1,5,10.0,11.0,7.1,3.0,1.3,3,52.6,1,Medium,0,0,1,0
4385,20,Other,2,2.6,1,4,Doubt Solving,7,2,6,2,22,39.1,90.2,7,7.6,24.2,4.8,3.5,2.9,1,39.6,0,Low,0,0,0,1
4386,16,Male,11,5.9,0,125,Doubt Solving,2,25,53,5,76,63.0,70.2,6,5.5,15.8,5.9,2.7,4.9,5,59.4,1,Medium,0,0,0,1
4387,19,Male,12,5.2,0,136,Doubt Solving,2,100,90,1,95,85.3,52.6,7,2.1,12.2,7.7,3.3,0.5,5,78.2,1,High,0,0,0,1
4388,15,Female,11,2.6,0,106,Homework,5,71,66,9,73,41.2,48.3,4,5.1,1.8,7.0,4.7,4.8,1,54.1,1,Medium,0,0,0,1
4389,22,Female,12,5.5,1,161,,6,69,96,5,35,56.1,99.7,1,6.8,17.8,8.4,1.0,3.2,4,33.4,0,Low,0,1,0,0
4390,14,Female,1,2.4,1,0,Homework,9,4,11,1,39,62.1,83.6,7,9.3,31.4,7.4,5.7,3.8,2,44.7,1,Low,1,0,0,1
4391,19,Female,12,4.2,0,167,Doubt Solving,1,84,57,7,24,35.3,72.0,1,5.4,-8.6,8.7,2.4,0.9,10,23.6,0,Low,0,0,0,1
4392,19,Male,12,5.8,0,125,Exam Prep,7,26,82,9,80,31.6,74.0,6,5.9,29.5,5.1,3.7,3.0,3,59.6,1,Medium,0,1,0,0
4393,18,Female,10,2.6,1,31,,7,43,51,1,50,65.5,46.6,1,6.1,9.0,4.2,2.6,0.8,9,44.3,1,Low,0,0,0,0
4394,18,Male,11,4.2,1,125,,8,37,80,1,43,93.5,83.3,10,9.6,38.8,4.4,3.6,2.4,4,59.4,1,Medium,0,0,0,1
4395,14,Female,1,2.1,0,98,Doubt Solving,1,71,55,1,82,37.2,95.2,2,4.0,-4.3,5.0,4.3,2.1,3,48.3,1,Low,1,0,0,1
4396,23,Female,11,2.0,1,112,Exam Prep,10,85,81,7,64,39.1,93.8,3,8.7,-14.1,4.3,3.0,3.8,9,42.0,1,Low,1,0,0,1
4397,18,Other,12,3.7,1,177,Coding,4,86,2,10,63,34.0,87.3,3,4.9,-10.4,5.3,0.7,1.8,9,35.8,0,Low,0,0,1,0
4398,15,Male,3,5.9,1,10,Homework,10,88,12,3,99,55.4,79.2,10,7.7,-18.9,8.3,2.0,0.4,5,81.4,1,High,0,1,0,0
4399,20,Male,12,3.0,0,22,Exam Prep,5,70,95,9,58,57.6,56.0,7,5.3,1.9,5.3,4.8,4.7,9,62.2,1,Medium,0,0,0,0
4400,16,Female,11,5.7,1,118,,2,77,62,9,47,98.8,60.7,9,6.0,-0.8,8.1,3.4,0.7,2,62.1,1,Medium,1,0,0,1
4401,17,Female,1,5.5,1,25,Exam Prep,2,40,4,7,24,87.6,89.9,2,4.0,18.3,5.6,4.6,1.9,5,47.3,1,Low,1,0,0,0
4402,16,Female,3,1.9,1,62,Exam Prep,4,57,24,3,96,55.6,83.0,5,4.7,-10.2,6.2,5.3,2.6,1,68.2,1,Medium,0,0,0,1
4403,16,Male,1,2.7,1,173,Notes,3,28,85,10,34,56.7,99.4,6,5.7,25.6,8.3,2.6,4.4,3,43.9,1,Low,1,0,0,1
4404,17,Male,10,4.0,1,68,Homework,7,80,114,8,68,59.1,45.1,8,6.4,-0.6,6.5,2.1,0.5,1,67.5,1,Medium,0,0,0,0
4405,18,Female,12,3.3,1,89,Notes,7,50,114,6,23,71.3,60.9,6,4.3,32.6,4.6,0.7,3.4,8,43.8,1,Low,0,0,0,0
4406,14,Male,12,1.0,1,133,Coding,2,69,71,4,33,91.4,92.8,6,8.5,-9.0,5.8,1.6,2.2,1,53.0,1,Medium,0,1,0,0
4407,17,Female,10,6.0,1,50,Exam Prep,5,95,51,8,29,46.1,41.6,6,7.5,27.8,8.1,2.5,3.9,8,33.4,0,Low,0,1,0,0
4408,24,Male,11,4.6,1,42,Homework,5,62,79,3,63,47.2,60.2,4,5.1,-8.8,4.4,0.8,4.4,6,47.3,1,Low,0,1,0,0
4409,21,Female,12,2.9,1,169,,8,18,95,1,96,99.3,98.5,7,7.6,-18.8,7.7,0.7,1.1,6,86.9,1,High,0,0,1,0
4410,23,Female,11,3.9,1,140,Homework,8,26,4,4,55,64.2,72.8,6,1.1,-16.5,7.7,2.7,3.1,4,57.1,1,Medium,0,0,0,0
4411,20,Female,1,1.0,0,24,Homework,4,93,99,9,78,77.9,58.5,1,6.3,28.9,6.2,2.2,2.6,9,56.0,1,Medium,0,0,0,1
4412,22,Male,3,3.2,1,129,Exam Prep,10,52,58,7,51,86.6,95.8,7,5.7,12.0,4.1,5.1,2.9,5,59.9,1,Medium,1,0,0,0
4413,18,Female,3,5.6,1,13,,1,96,24,1,84,64.3,60.8,1,5.6,-0.7,5.2,0.2,4.3,2,54.3,1,Medium,0,1,0,0
4414,23,Male,3,5.4,1,144,Doubt Solving,6,100,79,1,83,31.1,48.0,6,6.4,18.5,5.4,4.6,1.5,7,52.0,1,Medium,0,0,0,1
4415,17,Female,2,2.4,1,104,Doubt Solving,7,44,87,1,23,82.5,74.8,2,8.2,2.6,7.8,1.3,1.5,1,46.6,1,Low,0,1,0,0
4416,21,Male,10,3.4,1,103,Doubt Solving,1,10,13,6,20,70.8,82.9,5,1.4,29.2,6.7,5.3,3.6,8,40.5,1,Low,0,1,0,0
4417,22,Male,3,4.3,1,167,Notes,8,9,76,10,96,91.4,44.8,1,2.3,24.9,5.7,1.7,2.5,1,64.2,1,Medium,0,0,0,0
4418,20,Male,12,2.4,1,38,Exam Prep,9,92,86,10,40,86.0,77.3,7,1.1,8.0,7.1,3.3,3.0,6,49.3,1,Low,1,0,0,0
4419,20,Male,10,0.9,1,152,Coding,8,85,51,9,98,57.6,62.3,1,3.1,-19.3,4.5,1.5,3.9,1,66.7,1,Medium,0,0,0,1
4420,18,Other,1,3.3,1,47,Notes,3,19,24,3,60,33.0,47.5,10,9.8,11.2,9.0,2.5,1.9,10,62.1,1,Medium,0,1,0,0
4421,17,Male,1,3.8,1,114,Homework,9,18,90,3,60,68.5,78.1,7,4.4,3.0,4.4,1.4,1.6,6,58.6,1,Medium,0,0,0,0
4422,23,Female,1,0.5,0,48,Doubt Solving,10,87,71,7,29,98.7,56.1,8,6.2,15.6,8.1,2.2,2.1,10,57.4,1,Medium,0,0,1,0
4423,14,Other,1,1.0,0,160,Homework,3,91,55,6,23,42.0,50.2,4,9.9,-10.4,6.2,5.2,0.1,10,25.7,0,Low,0,1,0,0
4424,23,Male,2,1.6,1,26,Notes,4,1,81,9,88,65.5,45.6,3,6.6,19.9,8.4,4.2,4.1,3,64.4,1,Medium,0,0,0,0
4425,23,Female,11,2.4,1,44,,6,39,36,3,63,38.4,64.1,1,2.5,-7.6,5.0,2.0,1.9,8,49.9,1,Low,0,0,0,1
4426,20,Male,11,3.5,0,30,Doubt Solving,7,17,69,7,78,95.7,77.2,7,8.2,38.8,6.8,5.1,2.1,5,83.7,1,High,1,0,0,1
4427,14,Male,3,2.1,0,62,Exam Prep,8,81,5,7,57,87.9,98.5,2,6.0,29.1,7.0,0.3,3.9,1,54.0,1,Medium,0,1,0,0
4428,14,Male,2,2.0,0,111,Doubt Solving,7,1,24,9,43,67.6,60.3,4,10.0,-9.1,6.3,4.2,1.0,5,37.6,0,Low,0,0,1,0
4429,18,Female,11,5.3,1,165,Doubt Solving,3,46,19,6,43,74.7,76.7,4,7.8,12.6,5.4,3.8,0.7,6,51.0,1,Medium,0,0,1,0
4430,22,Male,1,1.3,1,107,,2,48,22,9,38,75.2,47.1,8,10.0,7.3,8.1,2.2,4.5,7,56.6,1,Medium,0,1,0,0
4431,19,Female,11,3.2,1,167,Doubt Solving,2,22,56,6,62,96.8,96.2,2,9.0,28.6,5.0,2.5,4.6,3,61.0,1,Medium,0,0,0,1
4432,16,Female,10,5.7,1,64,Notes,9,46,52,2,94,98.0,84.4,3,2.6,24.4,5.3,2.3,4.0,6,70.9,1,Medium,0,1,0,0
4433,16,Female,3,3.9,1,10,Doubt Solving,7,78,58,6,98,76.6,82.7,1,7.7,-2.2,6.1,3.8,0.8,9,70.9,1,Medium,0,0,1,0
4434,20,Male,11,4.4,1,142,,7,88,117,5,32,50.6,72.9,7,5.5,1.9,8.2,1.4,4.1,7,39.5,0,Low,0,1,0,0
4435,19,Female,10,2.9,1,96,Notes,5,44,80,6,51,74.8,73.8,8,2.2,-16.4,4.0,6.0,4.7,1,64.9,1,Medium,0,0,1,0
4436,22,Female,12,0.6,1,111,Homework,6,81,95,9,29,68.9,66.8,2,6.1,14.0,8.5,0.0,4.3,9,39.3,0,Low,1,0,0,1
4437,19,Female,10,4.1,1,152,Exam Prep,7,20,60,6,78,85.2,42.7,2,1.8,25.5,6.7,2.8,2.0,5,63.0,1,Medium,0,1,0,0
4438,18,Female,10,4.0,0,166,Doubt Solving,9,46,54,5,65,90.4,44.2,1,7.9,5.1,4.5,1.4,0.5,1,62.5,1,Medium,1,0,0,0
4439,23,Female,1,1.1,1,32,Notes,10,31,79,5,51,74.6,51.5,1,4.3,36.7,5.1,2.1,1.9,10,43.6,1,Low,0,1,0,0
4440,20,Male,1,3.0,0,28,Doubt Solving,4,18,100,3,68,66.2,51.3,4,8.3,-11.8,4.4,5.2,0.0,7,59.5,1,Medium,0,0,1,0
4441,14,Male,3,5.5,0,10,Doubt Solving,6,17,19,5,58,90.0,43.4,4,7.1,33.5,6.2,2.1,2.6,5,71.4,1,Medium,0,0,0,1
4442,20,Male,1,1.6,1,140,,1,23,2,5,70,61.2,69.8,8,8.9,-18.7,4.1,1.3,0.1,3,60.7,1,Medium,0,0,1,0
4443,16,Male,10,3.0,0,68,Doubt Solving,7,46,64,10,35,63.4,70.5,5,2.7,34.8,7.4,2.2,2.8,10,45.1,1,Low,1,0,0,1
4444,22,Male,2,3.0,1,20,Coding,4,29,36,3,58,31.2,76.0,4,6.8,-1.7,4.6,1.9,2.2,3,45.8,1,Low,0,0,0,1
4445,19,Male,1,5.0,0,2,Exam Prep,2,92,34,7,79,35.0,87.2,9,8.8,-13.4,5.0,3.0,1.7,5,61.9,1,Medium,1,0,0,0
4446,22,Male,1,5.0,1,153,Exam Prep,4,84,119,8,24,60.1,96.2,6,3.1,39.4,4.1,5.4,1.5,7,42.2,1,Low,1,0,0,0
4447,18,Other,10,4.7,1,160,Notes,8,20,15,7,83,30.5,96.9,1,8.0,24.7,5.2,4.2,4.1,10,43.6,1,Low,1,0,0,1
4448,20,Male,12,2.5,1,93,Homework,2,47,111,2,67,44.2,94.0,7,3.6,11.8,4.2,5.1,2.6,6,56.9,1,Medium,1,0,0,1
4449,17,Female,12,0.9,1,21,Homework,1,65,3,7,45,77.6,84.5,10,8.3,3.6,4.5,1.8,1.4,5,60.2,1,Medium,1,0,0,1
4450,20,Female,11,2.4,1,61,Homework,1,44,2,1,70,74.0,80.2,8,5.6,-4.7,8.8,0.2,3.4,3,78.4,1,High,0,0,0,0
4451,14,Female,3,4.2,1,4,Doubt Solving,7,0,107,3,87,69.7,47.1,4,7.0,15.8,4.4,2.2,3.0,4,68.3,1,Medium,1,0,0,1
4452,20,Female,12,4.4,0,146,,7,21,16,10,45,87.8,79.4,3,4.3,6.9,7.9,4.2,1.6,10,45.0,1,Low,0,1,0,0
4453,21,Male,1,5.8,0,8,Notes,4,55,43,4,39,55.3,49.4,1,8.4,10.4,7.2,1.7,4.9,7,38.2,0,Low,0,0,1,0
4454,18,Male,2,3.0,1,57,Doubt Solving,5,39,62,6,96,76.2,84.7,8,2.1,7.7,5.5,1.7,3.9,2,86.3,1,High,0,0,0,0
4455,15,Male,11,4.0,1,23,,5,37,105,9,90,75.1,49.7,10,2.7,18.5,8.3,0.6,3.5,9,82.5,1,High,0,1,0,0
4456,18,Male,3,3.5,0,166,Coding,7,18,97,9,43,76.1,80.9,9,1.8,35.4,6.4,1.2,0.5,2,58.8,1,Medium,0,0,0,1
4457,19,Female,2,1.3,1,60,Notes,3,18,41,6,86,77.2,44.3,10,9.5,37.2,5.5,4.4,0.7,9,78.4,1,High,1,0,0,0
4458,15,Female,2,3.0,0,126,Notes,5,65,97,9,86,86.2,58.8,10,5.2,30.1,8.0,3.0,2.9,4,82.9,1,High,1,0,0,0
4459,19,Male,1,3.5,1,47,,7,92,16,6,69,72.6,62.5,1,5.3,-3.9,7.5,0.4,4.6,10,57.3,1,Medium,0,0,0,1
4460,19,Male,10,5.7,1,177,Notes,7,86,23,7,35,91.3,58.8,10,3.7,-5.1,4.4,6.0,2.3,5,66.5,1,Medium,1,0,0,0
4461,14,Male,10,2.5,1,61,,9,46,36,6,52,59.9,58.6,9,5.2,14.6,5.6,3.4,0.7,6,59.9,1,Medium,1,0,0,1
4462,14,Male,10,5.9,1,148,Coding,4,57,1,3,97,98.1,71.9,10,3.1,38.5,7.3,0.9,2.7,9,85.5,1,High,1,0,0,1
4463,24,Female,12,3.5,0,37,Notes,1,56,119,1,69,32.4,89.4,4,9.6,13.1,5.3,0.3,4.7,1,47.2,1,Low,0,0,0,0
4464,23,Male,10,1.8,1,117,,5,47,13,4,21,39.4,92.4,5,3.4,-13.3,7.1,3.3,2.9,5,33.7,0,Low,1,0,0,1
4465,16,Female,3,1.6,0,58,,4,90,9,1,78,35.9,44.4,5,9.3,31.9,5.5,1.5,4.2,5,50.3,1,Medium,0,0,0,1
4466,23,Male,1,1.3,1,96,Coding,3,44,14,10,60,60.7,51.5,6,5.4,24.8,5.0,1.5,4.3,4,48.5,1,Low,0,0,1,0
4467,23,Male,12,3.0,0,170,Homework,7,86,36,1,96,71.2,58.6,2,4.9,-5.7,5.8,3.0,1.0,7,67.0,1,Medium,0,0,0,1
4468,16,Female,3,0.6,0,16,,9,91,57,5,82,61.0,81.0,2,8.2,17.8,5.8,2.8,2.7,8,60.7,1,Medium,0,0,1,0
4469,17,Female,10,2.9,1,68,,4,27,45,8,81,44.7,64.1,5,5.5,-6.5,7.3,2.2,0.4,6,69.4,1,Medium,1,0,0,0
4470,15,Other,3,5.9,0,171,Notes,6,59,52,1,21,46.2,68.6,5,3.4,5.5,7.0,4.9,0.7,10,30.8,0,Low,0,0,0,0
4471,22,Female,2,4.2,0,22,Doubt Solving,1,4,81,5,26,86.5,87.1,1,4.9,-5.8,6.2,2.4,2.0,8,38.4,0,Low,1,0,0,0
4472,23,Male,1,4.7,1,102,Exam Prep,1,17,55,8,96,33.7,78.5,9,5.0,15.8,7.7,2.7,0.3,6,70.9,1,Medium,1,0,0,0
4473,24,Male,1,1.2,1,153,Coding,3,93,108,3,27,99.4,75.2,2,3.7,-1.8,8.3,3.8,0.6,5,47.7,1,Low,0,0,1,0
4474,20,Female,3,3.1,1,93,Homework,5,87,12,6,22,80.4,74.8,7,4.8,-9.9,4.4,4.3,1.1,3,45.5,1,Low,1,0,0,0
4475,20,Female,11,2.1,1,175,Homework,6,36,34,7,33,94.5,52.0,2,2.1,-16.4,7.2,2.2,3.6,7,47.4,1,Low,0,0,0,1
4476,19,Female,1,5.4,1,174,Exam Prep,9,79,35,10,91,42.8,46.6,8,9.5,17.9,7.6,3.1,0.6,8,76.2,1,High,0,0,1,0
4477,16,Male,2,1.5,0,45,Notes,9,92,100,8,52,69.1,59.6,6,6.8,15.8,6.2,3.0,3.9,6,45.3,1,Low,1,0,0,1
4478,19,Other,1,3.0,1,28,Doubt Solving,10,93,73,3,46,67.0,86.1,8,2.7,-8.3,4.3,5.3,2.8,8,52.0,1,Medium,0,0,1,0
4479,21,Male,11,3.7,1,33,Exam Prep,1,24,92,1,30,73.5,91.2,10,8.1,-19.8,6.2,2.5,4.9,3,52.1,1,Medium,0,0,0,1
4480,21,Female,1,3.3,1,9,Notes,2,37,33,10,30,84.4,87.8,7,3.4,-11.8,8.4,2.8,0.4,9,53.2,1,Medium,0,0,0,0
4481,24,Female,1,5.1,1,19,,8,0,23,8,37,80.0,49.5,7,6.4,-1.7,4.8,3.5,4.0,6,49.6,1,Low,0,0,0,1
4482,22,Male,11,1.8,0,33,Notes,5,39,52,4,93,57.5,95.1,8,9.2,11.4,5.8,4.0,2.4,1,84.6,1,High,0,0,0,1
4483,14,Female,1,2.6,0,100,Coding,3,54,26,2,61,90.9,63.3,9,7.9,33.1,7.7,0.0,0.2,1,69.6,1,Medium,1,0,0,0
4484,14,Male,3,4.9,0,140,Doubt Solving,9,94,72,1,22,31.0,90.3,8,2.1,-7.4,8.4,3.9,4.2,5,37.9,0,Low,0,0,0,0
4485,16,Other,12,3.4,0,86,Doubt Solving,2,38,72,6,51,47.7,77.6,5,5.9,-7.1,8.6,0.9,2.6,10,57.6,1,Medium,1,0,0,1
4486,16,Male,3,2.7,0,137,Coding,7,94,73,1,55,66.4,87.6,3,7.4,30.7,7.9,5.9,2.1,3,51.5,1,Medium,0,0,0,0
4487,23,Female,1,0.7,1,44,Notes,10,96,11,6,29,90.1,41.8,9,2.8,10.5,7.0,2.1,3.2,7,56.5,1,Medium,1,0,0,1
4488,21,Male,10,4.6,0,127,Notes,8,75,14,8,74,57.9,66.1,8,1.9,21.5,5.7,2.9,1.9,5,65.0,1,Medium,0,1,0,0
4489,23,Female,10,5.8,1,88,Doubt Solving,2,24,2,3,90,84.3,76.4,6,2.3,0.8,6.4,0.4,2.3,8,73.7,1,Medium,0,0,0,0
4490,14,Female,12,3.9,1,81,Doubt Solving,1,22,27,6,44,48.6,62.2,2,9.7,30.3,4.0,5.2,1.6,1,38.1,0,Low,0,0,0,0
4491,15,Male,1,5.2,1,118,Doubt Solving,3,42,8,6,81,97.9,87.4,3,8.6,7.0,5.8,1.5,1.4,8,81.3,1,High,0,0,0,1
4492,15,Male,2,3.3,1,91,Doubt Solving,8,47,38,5,53,31.1,83.4,1,8.7,34.2,7.6,1.8,2.2,3,38.1,0,Low,0,0,0,0
4493,16,Female,1,1.8,1,135,Notes,4,91,29,3,44,42.4,63.4,7,3.2,4.0,7.3,3.7,2.2,8,41.9,1,Low,1,0,0,0
4494,19,Male,10,0.6,1,4,Doubt Solving,5,96,56,6,92,31.5,66.3,8,6.0,28.5,4.0,0.0,0.5,5,72.5,1,Medium,0,0,1,0
4495,14,Female,11,4.1,1,19,,9,37,22,1,27,31.2,69.5,10,5.4,-16.7,6.7,5.9,1.4,10,42.3,1,Low,1,0,0,0
4496,15,Male,12,3.2,0,120,Notes,4,89,29,4,72,93.4,72.7,7,8.5,21.0,4.0,3.0,0.7,4,77.3,1,High,0,0,0,1
4497,14,Female,11,4.8,1,171,Coding,9,23,63,8,29,49.3,57.9,10,4.8,-11.5,5.8,5.0,1.6,3,53.7,1,Medium,1,0,0,0
4498,18,Male,2,4.3,1,57,,6,4,15,6,97,46.4,53.7,7,5.8,33.8,9.0,5.4,2.5,2,70.8,1,Medium,0,0,0,0
4499,20,Male,1,5.9,0,147,Homework,7,59,119,4,20,48.7,46.8,5,6.2,37.9,6.0,0.0,2.8,5,31.6,0,Low,0,0,0,1
4500,21,Male,2,3.3,1,88,Coding,8,16,35,6,77,86.2,48.4,9,4.3,-0.7,8.5,2.6,4.2,8,82.2,1,High,0,0,0,0
4501,23,Male,11,2.8,1,99,Coding,10,36,29,1,38,51.8,68.1,2,1.3,13.8,4.1,5.3,2.4,3,47.1,1,Low,0,0,1,0
4502,14,Male,1,2.1,1,114,Exam Prep,10,14,45,3,97,71.5,79.9,5,5.5,4.0,7.6,4.2,1.0,10,73.2,1,Medium,0,0,1,0
4503,20,Female,3,3.1,1,73,Coding,1,65,100,7,39,90.1,80.0,8,5.4,16.8,6.3,4.4,2.3,8,64.3,1,Medium,1,0,0,1
4504,18,Female,3,5.3,0,167,Exam Prep,9,97,79,1,67,52.3,67.4,8,1.4,1.3,6.7,3.3,4.8,9,54.0,1,Medium,0,0,0,0
4505,23,Female,2,0.7,1,15,Exam Prep,2,19,91,2,91,40.2,77.1,10,5.4,29.1,9.0,5.9,4.3,9,75.4,1,High,0,1,0,0
4506,14,Female,3,5.9,0,3,Exam Prep,3,29,117,3,77,34.7,97.5,9,5.6,-18.1,5.5,0.6,3.5,9,65.8,1,Medium,1,0,0,0
4507,16,Male,3,6.0,0,9,,1,15,19,4,57,69.4,98.9,2,2.2,24.5,8.3,5.2,2.0,8,50.6,1,Medium,0,1,0,0
4508,20,Female,10,3.8,1,178,Coding,10,43,77,6,61,72.4,90.7,8,2.3,-19.2,8.6,4.1,1.4,6,61.6,1,Medium,1,0,0,0
4509,23,Male,3,2.3,1,47,Homework,3,58,108,9,26,91.0,94.9,6,9.4,37.8,5.5,3.3,2.3,6,55.0,1,Medium,1,0,0,1
4510,14,Female,10,1.7,0,19,,2,3,55,1,88,63.1,48.2,3,2.7,-17.6,4.2,4.0,3.3,6,69.9,1,Medium,1,0,0,1
4511,20,Male,12,2.0,1,31,Exam Prep,7,30,92,4,97,90.7,56.7,7,3.8,27.7,7.9,4.7,4.4,6,85.4,1,High,0,0,1,0
4512,18,Male,10,0.8,0,59,Doubt Solving,7,25,109,4,92,66.0,97.2,2,3.7,22.0,8.7,1.1,4.7,2,67.6,1,Medium,0,0,1,0
4513,14,Male,10,3.1,1,10,Doubt Solving,6,40,36,6,39,71.3,47.8,2,6.9,31.6,6.4,1.3,3.8,5,53.3,1,Medium,0,0,0,0
4514,14,Female,11,0.8,0,19,Notes,10,75,82,1,71,67.6,92.5,10,6.8,-12.3,8.4,1.5,3.2,9,75.4,1,High,0,0,1,0
4515,14,Male,10,4.5,1,22,Doubt Solving,4,1,80,9,45,51.0,66.4,2,9.2,1.3,5.1,2.1,0.3,5,36.6,0,Low,0,0,0,0
4516,24,Female,10,2.5,0,126,Doubt Solving,3,7,61,1,75,89.1,98.5,3,4.6,-14.8,7.8,3.4,3.2,1,67.2,1,Medium,1,0,0,0
4517,22,Male,11,1.6,1,76,Exam Prep,7,77,64,10,89,91.9,83.0,7,8.0,-2.7,7.5,5.5,3.7,9,76.1,1,High,0,0,0,0
4518,24,Female,10,3.5,0,34,,3,23,28,1,90,89.4,60.2,2,4.4,16.6,6.6,1.5,4.2,3,69.1,1,Medium,0,1,0,0
4519,16,Female,3,5.9,1,144,Coding,9,39,92,3,81,37.5,47.1,6,3.2,38.2,5.6,3.3,2.2,3,57.5,1,Medium,0,1,0,0
4520,18,Male,10,4.3,0,9,,10,24,87,1,81,76.7,54.3,8,9.0,-4.7,5.3,5.9,0.1,5,82.6,1,High,0,0,1,0
4521,24,Female,12,3.2,1,37,,8,61,82,4,55,61.1,82.3,8,5.4,0.4,7.6,4.1,0.8,5,51.2,1,Medium,1,0,0,1
4522,23,Female,10,4.8,0,82,Doubt Solving,7,57,42,7,39,36.8,59.3,4,4.5,4.5,6.9,2.6,1.9,2,33.5,0,Low,0,1,0,0
4523,22,Female,10,4.6,1,31,Coding,2,70,73,9,37,34.3,96.9,5,9.2,-18.2,8.3,0.4,3.4,6,35.5,0,Low,1,0,0,1
4524,19,Female,12,5.4,0,53,Homework,10,31,35,4,91,78.8,72.1,2,9.5,21.3,8.1,1.9,2.5,9,62.2,1,Medium,0,0,1,0
4525,22,Female,11,1.6,1,56,,3,86,118,6,46,57.8,71.5,1,5.1,-12.4,4.9,1.9,3.2,3,33.4,0,Low,1,0,0,0
4526,21,Female,3,5.2,0,106,,8,45,16,2,24,56.7,88.4,5,1.2,32.7,5.1,4.0,2.9,5,36.3,0,Low,0,0,0,0
4527,21,Male,10,2.2,0,24,Doubt Solving,3,25,53,7,65,44.9,87.8,10,1.3,4.9,8.7,1.0,4.7,2,65.8,1,Medium,0,0,0,1
